defect_id,product_line,production_date,defect_type,defect_count,total_produced,defect_rate,severity,root_cause,created_date
493,Landing Gear,2024-11-20,Thread Damage,3,166,0.0181,Critical,Operator error,2024-11-20 00:00:00
494,Control Valves,2024-11-21,Weld Defect,2,753,0.0027,Major,Tool wear,2024-11-21 00:00:00
495,Turbine Blades,2024-11-23,Dimensional Out-of-Spec,5,149,0.0336,Major,Tool wear,2024-11-23 00:00:00
496,Sensor Assemblies,2024-11-23,Coating Failure,18,869,0.0207,Minor,Material variance,2024-11-23 00:00:00
497,Sensor Assemblies,2024-11-23,Incorrect Assembly,25,869,0.0288,Critical,Machine calibration,2024-11-23 00:00:00
498,Composite Panels,2024-11-25,Dimensional Out-of-Spec,32,859,0.0373,Minor,Material variance,2024-11-25 00:00:00
499,Turbine Blades,2024-11-25,Stress Crack,24,701,0.0342,Minor,Tool wear,2024-11-25 00:00:00
500,Hydraulic Actuators,2024-11-26,Stress Crack,10,255,0.0392,Critical,Machine calibration,2024-11-26 00:00:00
501,Landing Gear,2024-11-26,Weld Defect,14,835,0.0168,Minor,Machine calibration,2024-11-26 00:00:00
502,Hydraulic Actuators,2024-11-27,Thread Damage,16,613,0.0261,Minor,Environmental factors,2024-11-27 00:00:00
503,Engine Mounts,2024-11-28,Incorrect Assembly,8,904,0.0088,Major,Operator error,2024-11-28 00:00:00
504,Composite Panels,2024-11-28,Weld Defect,6,140,0.0429,Critical,Environmental factors,2024-11-28 00:00:00
505,Engine Mounts,2024-11-30,Material Contamination,0,199,0.0,Major,Environmental factors,2024-11-30 00:00:00
506,Landing Gear,2024-12-02,Material Contamination,10,565,0.0177,Major,Material variance,2024-12-02 00:00:00
507,Landing Gear,2024-12-02,Incorrect Assembly,18,386,0.0466,Major,Tool wear,2024-12-02 00:00:00
508,Landing Gear,2024-12-02,Stress Crack,11,283,0.0389,Major,Process deviation,2024-12-02 00:00:00
509,Engine Mounts,2024-12-03,Dimensional Out-of-Spec,8,765,0.0105,Minor,Process deviation,2024-12-03 00:00:00
510,Turbine Blades,2024-12-03,Coating Failure,9,472,0.0191,Major,Environmental factors,2024-12-03 00:00:00
511,Engine Mounts,2024-12-04,Thread Damage,16,475,0.0337,Major,Operator error,2024-12-04 00:00:00
512,Engine Mounts,2024-12-06,Thread Damage,1,369,0.0027,Minor,Tool wear,2024-12-06 00:00:00
513,Control Valves,2024-12-06,Surface Scratch,35,816,0.0429,Critical,Tool wear,2024-12-06 00:00:00
514,Precision Bearings,2024-12-06,Thread Damage,5,484,0.0103,Major,Tool wear,2024-12-06 00:00:00
515,Composite Panels,2024-12-07,Dimensional Out-of-Spec,29,995,0.0291,Major,Process deviation,2024-12-07 00:00:00
516,Engine Mounts,2024-12-08,Material Contamination,1,211,0.0047,Minor,Tool wear,2024-12-08 00:00:00
517,Composite Panels,2024-12-08,Weld Defect,27,886,0.0305,Major,Operator error,2024-12-08 00:00:00
518,Landing Gear,2024-12-08,Thread Damage,10,424,0.0236,Major,Material variance,2024-12-08 00:00:00
519,Landing Gear,2024-12-09,Surface Scratch,14,385,0.0364,Minor,Material variance,2024-12-09 00:00:00
520,Engine Mounts,2024-12-09,Weld Defect,10,249,0.0402,Major,Environmental factors,2024-12-09 00:00:00
521,Turbine Blades,2024-12-09,Surface Scratch,24,715,0.0336,Major,Process deviation,2024-12-09 00:00:00
522,Control Valves,2024-12-10,Surface Scratch,3,155,0.0194,Minor,Process deviation,2024-12-10 00:00:00
523,Precision Bearings,2024-12-10,Dimensional Out-of-Spec,5,358,0.014,Critical,Tool wear,2024-12-10 00:00:00
524,Precision Bearings,2024-12-10,Missing Component,2,514,0.0039,Minor,Process deviation,2024-12-10 00:00:00
525,Control Valves,2024-12-11,Material Contamination,16,785,0.0204,Critical,Tool wear,2024-12-11 00:00:00
526,Composite Panels,2024-12-11,Material Contamination,9,450,0.02,Critical,Operator error,2024-12-11 00:00:00
527,Composite Panels,2024-12-11,Porosity,15,593,0.0253,Minor,Material variance,2024-12-11 00:00:00
528,Sensor Assemblies,2024-12-12,Coating Failure,36,809,0.0445,Critical,Environmental factors,2024-12-12 00:00:00
529,Control Valves,2024-12-12,Incorrect Assembly,2,179,0.0112,Minor,Machine calibration,2024-12-12 00:00:00
530,Sensor Assemblies,2024-12-12,Stress Crack,1,114,0.0088,Critical,Process deviation,2024-12-12 00:00:00
531,Landing Gear,2024-12-13,Coating Failure,43,911,0.0472,Major,Environmental factors,2024-12-13 00:00:00
532,Turbine Blades,2024-12-13,Material Contamination,26,561,0.0463,Minor,Process deviation,2024-12-13 00:00:00
533,Control Valves,2024-12-16,Porosity,22,530,0.0415,Critical,Environmental factors,2024-12-16 00:00:00
534,Control Valves,2024-12-17,Weld Defect,6,456,0.0132,Minor,Environmental factors,2024-12-17 00:00:00
535,Turbine Blades,2024-12-17,Surface Scratch,11,479,0.023,Major,Operator error,2024-12-17 00:00:00
536,Landing Gear,2024-12-17,Stress Crack,31,816,0.038,Major,Process deviation,2024-12-17 00:00:00
537,Sensor Assemblies,2024-12-18,Coating Failure,34,948,0.0359,Minor,Operator error,2024-12-18 00:00:00
538,Landing Gear,2024-12-18,Coating Failure,7,280,0.025,Major,Material variance,2024-12-18 00:00:00
539,Composite Panels,2024-12-19,Coating Failure,9,490,0.0184,Minor,Operator error,2024-12-19 00:00:00
540,Landing Gear,2024-12-25,Thread Damage,23,608,0.0378,Minor,Tool wear,2024-12-25 00:00:00
541,Engine Mounts,2024-12-25,Surface Scratch,18,615,0.0293,Minor,Operator error,2024-12-25 00:00:00
542,Composite Panels,2024-12-25,Stress Crack,7,316,0.0222,Minor,Process deviation,2024-12-25 00:00:00
543,Engine Mounts,2024-12-27,Stress Crack,5,227,0.022,Major,Machine calibration,2024-12-27 00:00:00
544,Turbine Blades,2024-12-28,Porosity,7,483,0.0145,Major,Operator error,2024-12-28 00:00:00
545,Precision Bearings,2024-12-28,Weld Defect,13,414,0.0314,Critical,Process deviation,2024-12-28 00:00:00
546,Turbine Blades,2024-12-28,Material Contamination,0,115,0.0,Major,Environmental factors,2024-12-28 00:00:00
547,Sensor Assemblies,2024-12-29,Coating Failure,9,274,0.0328,Critical,Environmental factors,2024-12-29 00:00:00
548,Composite Panels,2024-12-29,Coating Failure,9,297,0.0303,Critical,Environmental factors,2024-12-29 00:00:00
549,Hydraulic Actuators,2024-12-30,Material Contamination,24,751,0.032,Major,Operator error,2024-12-30 00:00:00
550,Hydraulic Actuators,2024-12-30,Dimensional Out-of-Spec,7,547,0.0128,Minor,Material variance,2024-12-30 00:00:00
551,Landing Gear,2024-12-30,Coating Failure,36,746,0.0483,Minor,Operator error,2024-12-30 00:00:00
552,Sensor Assemblies,2024-12-31,Dimensional Out-of-Spec,2,308,0.0065,Critical,Process deviation,2024-12-31 00:00:00
